link,ids,title,description,status,keyword
http://www.youtube.com/watch?v=1RyUYMhpXMw,1RyUYMhpXMw,Pages 5 - Full Class with Extras 2013,"Pages 5 aka Pages 2013 is a free alternative to Microsoft Word and is now available via the Mac App store. In this class we'll cover all the basics from how to use Pages templates, to creating your own templates, several new features, and more

Don't like Pages 5? Here's a link to where you can buy iWork 09 (Pages, Numbers, and Keynote) http://tinyurl.com/getiWork09

Take our FREE classes at http://PCClassesOnline.com",public,"pages 5 tutorial,pages5,pages 5,Pages (Software),apple pages tutorial,apple pages 5,apple pages5,pages ipad,pages ios,IPad (Gadget),IOS (Software),how to use pages,how to use pages 5,pages class,apple pages,pages for mac,pages 5 for mac,Mac OS (Operating System),IOS (Operating System),IPad (Video Game Platform),How-to (Website Category)"
https://www.youtube.com/watch?v=iQYPa18lA4U,iQYPa18lA4U,Doo Wop Collection,"SECOND COLLECTION - With no BIlly Joel: https://www.youtube.com/watch?v=ssSfjdJRXVI

I hope you enjoy this little collection of Doo Wop I put together!

One Summer Night - The Danleers
Heart and Soul - The Cleftones
You Cheated, You Lied - The Shields
A Story Untold - The Nutmegs
We Belong Together - Robert and Johnny
Eddie My Love - The Teen Queens
Denise - Randy and The Rainbows
For The Longest Time - Billy Joel
Come Go With Me - The Del Vikings
Rock and Roll Revival - The Five Discs
Teardrops - Lee Andrews and The Hearts
Till Then - The Classics
Life Could be a Dream - The Crew Cuts
Silhouettes - The Rays
My True Story - The Jive Five
Lovers Never Say Goodbye - The Flamingos
Earth Angel - The Penguins
Come on Little Angel - The Belmonts
Earth Angel - The Crew Cuts

The Billy Joel song is in there to demonstrate how doo-wop aged until its last chart revival.",public,
https://www.youtube.com/watch?v=4TXqydbgx20,4TXqydbgx20,Spoken English - Lesson 01 - Welcome to the class,"No matter who you are, No matter where you from. We all came here to learn spoken English. You can go through more than 23 videos in my channel & they will benefit to be success.
Play list : https://www.youtube.com/playlist?list=PLBRgXUNZ9BZxl2_3DNj8xbbMEFn1J1Fn2  
You can also visit our official web site : http://www.wayofspeakenglish.com &
Facebook page : https://www.facebook.com/click2fortune
Like, share & comment.",public,"step by step spoken English,better way to learn English,English lessons,spoken English,learning English,training spoken English,English grammar,spoken English class,learning English A to Z,English pronunciation,YouTube,learn English,practice spoken English,English for beginners"
http://www.youtube.com/watch?v=P3RxaNtzccE,P3RxaNtzccE,Spring Festival,Spring Festival,public,"Spring,Festival"
https://www.youtube.com/watch?v=_cBJoq479NM,_cBJoq479NM,SPANISH GRAMMAR: POR vs. PARA,"http://www.esaudio.net

""Por"" and ""para"" have a variety of meanings, and they are often confused because they can each be translated as ""for."" This video will show you my ""secret"" strategy (Well, not so secret now! lol) to tell them apart and use them correctly, without having to memorize dozens of rules.






This is one of the many free Spanish lessons that you can get at http://www.esaudio.net. For more free lessons like this one (in a higher video quality) please visit http://www.esaudio.net and sign up for our free newsletter.",public,"vocabulary,spanish,grammar,numbers,lessons,free,preposiciones,exercises,prepositions,por,para,Spanish Language (Human Language),lesson,podcast,teaching,learning,skype,Student,spain,School,Teacher,Lessons,for,against"
https://www.youtube.com/watch?v=4GUYdaM3QIY,4GUYdaM3QIY,A Day in the Life of a Red Blood Cell,"Want to see more cartoons by Bill? If you like THIS short, you'll LOVE Gary and the Goose..    http://www.youtube.com/watch?v=cV9wkjC39MY

First off, when I created this video I didn't think it would be a big hit. I thought of it as a ""oh, you know whatever"" kind of project. Thanks for 160,000 VIEWS! Thats insane! 

....and as always.. if you feel like it.... SUBSCRIBE!!!!!",public,"animation,red,blood,cells,physical,education,anatomy,cartoon,bill,landwehr,Animation Art"
�「Genie」を作曲した有名作曲家チームの「Dsign music」や、Will Simms、Sarah Lundback等、ヨーロッパのトップクラスの作曲家たちはもちろん、韓国の代表作曲家である Young-Jin Yooも参加し、最高の作曲家ドリームチームが少女時代のために新しいスタイルの音楽を誕生させ、グローバル音楽ファンの爆発的な反応が予想される。

[中國語]
第四张正规专辑《I Got a Boy》1月1日正式发行！
主打歌《I Got a Boy》是融入流行、怀旧、城市等元素的电子舞曲，副歌部分中毒性非常强烈的旋律令人印象深刻。歌词以'女孩们的喋喋不休'为主题，以诙谐的手法叙述了在日常生活中与朋友们聊东聊西的内容。
尤其是创作《Genie》的知名作曲团队 'Dsign music'和Will Simms、Sarah Lundback 等欧洲顶尖作曲家以及韩国的 Young-Jun Yoo参与，可以说这首歌是由最顶尖的作曲家组成的梦幻团队，特地为少女时代打造的全新风格的歌曲，全球歌迷们的热烈响应值得期待。

[한국어]
소녀시대, 2013년 가요계 포문 연다!
타이틀 곡 'I Got a Boy'는 팝, 레트로, 어반 장르의 요소가 섞인 일렉트로닉 댄스 곡으로, 후렴구의 중독성 강한 멜로디가 인상적이며, 가사에는 '여자들의 수다'를 메인 테마로 일상생활 속에서 여자들이 친구들과 소소하게 나누는 수다 내용을 재미있게 담아 듣는 재미를 한층 배가시킨다. 
특히, 이 곡은 소녀시대 히트곡 '소원을 말해봐'를 작곡한 유명 작곡가팀 'Dsign music'과 Will Simms, Sarah Lundback 등 유럽의 최정상 작곡가들은 물론 한국 대표 작곡가 유영진도 함께 참여, 최고의 작곡가 드림팀이 소녀시대를 위해 새로운 스타일의 음악을 탄생시킨 만큼, 글로벌 음악 팬들의 폭발적인 호응이 예상된다. 

♬ Girls' Generation 소녀시대_I GOT A BOY_Music Video ℗ S.M.Entertainment",public,"소녀시대,Girls' Generation,GG,SNSD,少女時代,태연,TAEYEON,티파니,TIFFANY,써니,SUNNY,서현,SEOHYUN,제시카,JESSICA,유리,YURI,윤아,YOONA,효연,HYOYEON,수영,SOOYOUNG,KPOP,SM,SMENT,SMTOWN,SMENTERTAINMENT,에스엠엔터테인먼트,에스엠,music video,뮤직비디오,musicvideo,MV,뮤비,케이팝,snsd,igotaboy,아이갓어보이,i got a boy,dance,댄스,에스엠타운"
http://www.youtube.com/watch?v=kFT7HTj3TPY,kFT7HTj3TPY,Crazy Funny Excessive Ping Pong Celebration,"This guys really excited for his 1 point .. muahahaha... :)

http://www.PjLightHouse.com",public,"pjlighthouse,excessive Ping pong,craxy,funny,joke,winner,champion,dance,victory dance,Excessive,overdose,dancing,king"
http://www.youtube.com/watch?v=fW8amMCVAJQ,fW8amMCVAJQ,First Follower: Leadership Lessons from Dancing Guy,"Official transcript at http://sivers.org/ff
---
If you've learned a lot about leadership and making a movement, then let's watch a movement happen, start to finish, in under 3 minutes, and dissect some lessons:

A leader needs the guts to stand alone and look ridiculous. But what he's doing is so simple, it's almost instructional. This is key. You must be easy to follow!

Now comes the first follower with a crucial role: he publicly shows everyone how to follow. Notice the leader embraces him as an equal, so it's not about the leader anymore - it's about them, plural. Notice he's calling to his friends to join in. It takes guts to be a first follower! You stand out and brave ridicule, yourself. Being a first follower is an under-appreciated form of leadership. The first follower transforms a lone nut into a leader. If the leader is the flint, the first follower is the spark that makes the fire.

The 2nd follower is a turning point: it's proof the first has done well. Now it's not a lone nut, and it's not two nuts. Three is a crowd and a crowd is news.

A movement must be public. Make sure outsiders see more than just the leader. Everyone needs to see the followers, because new followers emulate followers - not the leader.

Now here come 2 more, then 3 more. Now we've got momentum. This is the tipping point! Now we've got a movement!

As more people jump in, it's no longer risky. If they were on the fence before, there's no reason not to join now. They won't be ridiculed, they won't stand out, and they will be part of the in-crowd, if they hurry. Over the next minute you'll see the rest who prefer to be part of the crowd, because eventually they'd be ridiculed for not joining.

And ladies and gentlemen that is how a movement is made! Let's recap what we learned:

If you are a version of the shirtless dancing guy, all alone, remember the importance of nurturing your first few followers as equals, making everything clearly about the movement, not you.

Be public. Be easy to follow!

But the biggest lesson here - did you catch it?

Leadership is over-glorified.

Yes it started with the shirtless guy, and he'll get all the credit, but you saw what really happened:

It was the first follower that transformed a lone nut into a leader.

There is no movement without the first follower.

We're told we all need to be leaders, but that would be really ineffective.

The best way to make a movement, if you really care, is to courageously follow and show others how to follow.

When you find a lone nut doing something great, have the guts to be the first person to stand up and join in.

---
Original video at http://www.youtube.com/watch?v=GA8z7f7a2Pk",public,"derek,sivers,first,follower,dancing,guy,leadership,leader"
http://www.youtube.com/watch?v=Nk92AprLA1k,Nk92AprLA1k,"WWYD? - No Shoes, No Shirt, No Pants, No Service! Homeless People Insulted... **NEW Fall 2012**","This was definitely the most touching scenario of the entire premiere and the last until next week..But as sad as it was, there's still some jerks we'll see..But at least are some humane people out there, especially the last man! We need more sympathy over apathy =(

In this scenario, we witness a woman offering a poor man outside a bar with some money to buy food as she brings him inside..only the bartender begins insulting the man and asks him to leave because he thinks he smells and is bothering the customers. But will the suspected customers agree with the bartender and ask him to leave or defend the man from the jerk of a bartender?",public,"poor,homeless,people,no money,bar,insulted,service,jerks,assholes,hard times,sympathy,apathy"
http://www.youtube.com/watch?v=s3Q80mk7bxE&feature=share&list=PLpP1qJe_U8t9N6Zl03gAEvVFMcUZbluFi,s3Q80mk7bxE,I Want You Back - The Jackson 5,"The Jackson 5 preform I Want You Back on their ""Goin Back To Indiana"" TV special in 1971. HQ sound",public,"Jackson,Five,Want,You,Back,R&B,Soul,Pop,Number,One,michaeljackson,Michael,J5,Jackson5"
http://www.youtube.com/watch?v=JI-o25K6B-E,JI-o25K6B-E,Coldplay - Fix You,Music video by Coldplay performing Fix You. (C) 2005 EMI Records Ltd,public,"Coldplay,EMI"
